Epoch [1/300], Loss: 2.2388
Epoch [2/300], Loss: 2.8032
Epoch [3/300], Loss: 2.2517
Epoch [4/300], Loss: 1.8860
Epoch [5/300], Loss: 1.7473
Epoch [6/300], Loss: 1.7462
Epoch [7/300], Loss: 1.6673
Epoch [8/300], Loss: 1.6303
Epoch [9/300], Loss: 1.6014
Epoch [10/300], Loss: 1.5903
Epoch [11/300], Loss: 1.5887
Epoch [12/300], Loss: 1.5794
Epoch [13/300], Loss: 1.5762
Epoch [14/300], Loss: 1.5736
Epoch [15/300], Loss: 1.5700
Epoch [16/300], Loss: 1.5661
Epoch [17/300], Loss: 1.5623
Epoch [18/300], Loss: 1.5585
Epoch [19/300], Loss: 1.5550
Epoch [20/300], Loss: 1.5521
Epoch [21/300], Loss: 1.5503
Epoch [22/300], Loss: 1.5484
Epoch [23/300], Loss: 1.5456
Epoch [24/300], Loss: 1.5421
Epoch [25/300], Loss: 1.5387
Epoch [26/300], Loss: 1.5355
Epoch [27/300], Loss: 1.5328
Epoch [28/300], Loss: 1.5303
Epoch [29/300], Loss: 1.5279
Epoch [30/300], Loss: 1.5256
Epoch [31/300], Loss: 1.5234
Epoch [32/300], Loss: 1.5213
Epoch [33/300], Loss: 1.5193
Epoch [34/300], Loss: 1.5173
Epoch [35/300], Loss: 1.5151
Epoch [36/300], Loss: 1.5129
Epoch [37/300], Loss: 1.5106
Epoch [38/300], Loss: 1.5084
Epoch [39/300], Loss: 1.5063
Epoch [40/300], Loss: 1.5042
Epoch [41/300], Loss: 1.5022
Epoch [42/300], Loss: 1.5002
Epoch [43/300], Loss: 1.4983
Epoch [44/300], Loss: 1.4963
Epoch [45/300], Loss: 1.4943
Epoch [46/300], Loss: 1.4923
Epoch [47/300], Loss: 1.4903
Epoch [48/300], Loss: 1.4883
Epoch [49/300], Loss: 1.4863
Epoch [50/300], Loss: 1.4843
Epoch [51/300], Loss: 1.4823
Epoch [52/300], Loss: 1.4802
Epoch [53/300], Loss: 1.4782
Epoch [54/300], Loss: 1.4762
Epoch [55/300], Loss: 1.4742
Epoch [56/300], Loss: 1.4722
Epoch [57/300], Loss: 1.4702
Epoch [58/300], Loss: 1.4682
Epoch [59/300], Loss: 1.4662
Epoch [60/300], Loss: 1.4643
Epoch [61/300], Loss: 1.4623
Epoch [62/300], Loss: 1.4603
Epoch [63/300], Loss: 1.4583
Epoch [64/300], Loss: 1.4563
Epoch [65/300], Loss: 1.4543
Epoch [66/300], Loss: 1.4523
Epoch [67/300], Loss: 1.4503
Epoch [68/300], Loss: 1.4483
Epoch [69/300], Loss: 1.4464
Epoch [70/300], Loss: 1.4444
Epoch [71/300], Loss: 1.4424
Epoch [72/300], Loss: 1.4404
Epoch [73/300], Loss: 1.4384
Epoch [74/300], Loss: 1.4364
Epoch [75/300], Loss: 1.4345
Epoch [76/300], Loss: 1.4325
Epoch [77/300], Loss: 1.4305
Epoch [78/300], Loss: 1.4285
Epoch [79/300], Loss: 1.4265
Epoch [80/300], Loss: 1.4245
Epoch [81/300], Loss: 1.4225
Epoch [82/300], Loss: 1.4206
Epoch [83/300], Loss: 1.4186
Epoch [84/300], Loss: 1.4166
Epoch [85/300], Loss: 1.4147
Epoch [86/300], Loss: 1.4127
Epoch [87/300], Loss: 1.4108
Epoch [88/300], Loss: 1.4088
Epoch [89/300], Loss: 1.4069
Epoch [90/300], Loss: 1.4050
Epoch [91/300], Loss: 1.4031
Epoch [92/300], Loss: 1.4012
Epoch [93/300], Loss: 1.3993
